#{"t_start": 1695258136.61003, "env_id": "UR5ObsReach-v1"}
r,l,t
-923.647423,100,1184.690327
-1222.650167,100,1184.873297
-1933.675178,100,1185.121065
-2353.85458,100,1185.312302
-796.173496,3,1185.325259
-1006.665008,7,1185.348741
-1092.40182,100,1185.534322
-1726.228056,100,1185.712245
-919.060837,100,1185.904489
-1406.728059,100,1186.125604
-2088.712711,100,1196.598044
-1344.418433,100,1196.780199
-1232.094922,100,1196.991573
-1751.337334,100,1197.223349
-1425.285077,100,1197.464682
-1200.051201,100,1197.654103
-1730.857671,100,1197.831152
-1352.856919,100,1198.0695
-1232.432448,100,1198.261815
-978.278677,100,1198.462318
-1483.548549,100,1208.77669
-1826.621727,100,1208.975751
-1274.65988,100,1209.219686
-3134.453918,100,1209.404121
-1139.733423,100,1209.580768
-2165.467416,100,1209.757734
-1058.645486,11,1209.793803
-1379.957134,100,1209.97805
-101.961986,9,1210.005548
