#{"t_start": 1693881991.4190536, "env_id": "UR5ObsReach-v1"}
r,l,t
-164.547209,7,1174.426648
-998.833854,17,1174.460972
-162.578941,7,1185.835962
-119.517721,7,1185.853662
-210.365092,5,1185.865093
-147.27314,8,1185.887976
-144.763878,7,1185.9024
-1006.259753,11,1185.927291
-926.521812,6,1185.95032
-33.506342,7,1185.969079
-70.027631,6,1185.983895
-889.498693,10,1186.010904
-92.813679,8,1197.364414
-904.501086,13,1197.40654
-238.076761,8,1197.430959
-920.872846,10,1197.4698
-1446.755352,28,1197.555934
-917.409544,10,1197.584787
-72.432071,5,1197.608599
-962.574927,14,1197.644152
-142.082808,6,1197.660322
-132.551268,8,1197.680529
-962.102524,10,1210.031844
-119.06816,6,1210.054691
-900.585867,9,1210.084301
-867.257611,8,1210.108223
-958.137034,9,1210.130078
-1292.296503,16,1210.182333
-876.701679,12,1210.217077
-842.392324,11,1210.2494
-1011.29854,10,1210.280905
-991.064644,14,1210.319529
-957.71693,11,1221.626883
-852.922004,12,1221.657518
-925.072702,9,1221.69306
-964.276479,13,1221.725656
-102.591498,8,1221.750622
-1082.509748,17,1221.788411
-1018.467903,11,1221.829425
-941.908981,8,1221.852067
-1169.776833,16,1221.899625
-862.503546,8,1221.917544
-864.052361,9,1233.281208
-852.698094,7,1233.30848
-177.375191,9,1233.334769
-897.681949,10,1233.369356
-211.522829,7,1233.393157
-1079.667447,16,1233.428208
-227.668446,7,1233.461857
-873.233761,9,1233.49856
-887.796284,9,1233.528831
