#{"t_start": 1684835054.7685816, "env_id": "UR5OriReach-v1"}
r,l,t
-797.410051,100,1456.000991
-906.451627,100,1456.179758
-1036.587029,100,1456.34373
-363.326384,100,1456.531065
-1040.172805,100,1474.923571
-1105.526949,100,1475.113149
-1131.252385,100,1475.270607
-427.555393,100,1475.4579
-250.362952,100,1475.640367
-1285.096217,100,1475.817443
-424.89112,100,1475.99053
-189.803075,100,1476.157493
-786.154289,100,1476.335019
-528.829452,100,1476.495425
-1291.804619,100,1494.964171
-316.089996,100,1495.146697
-706.03056,100,1495.3317
-1408.604219,100,1495.573339
-69.242241,67,1495.726017
-1183.959942,100,1495.899557
-716.820103,100,1496.098817
-938.913133,100,1496.380553
-1053.743448,100,1496.558513
-653.491271,100,1496.723305
-315.331974,100,1515.262287
-1161.717894,100,1515.427913
-1427.140454,100,1515.59946
-746.633354,100,1515.787589
-840.444374,100,1515.964884
-349.65803,100,1516.192426
-777.4243,100,1516.380288
-153.316893,100,1516.67678
-664.729717,100,1516.855168
-888.14659,100,1517.197242
-356.328113,100,1536.032532
-268.357224,100,1536.255183
-834.788763,100,1536.447846
-1150.325548,100,1536.694831
-405.484591,100,1536.877962
-992.312393,100,1537.058666
-824.211171,100,1537.247501
-1324.160846,100,1537.427178
-1192.484159,100,1537.610879
-659.853051,100,1537.789685
-809.313207,100,1556.50917
-590.106434,100,1556.680105
-1449.056973,100,1556.868457
-867.565329,100,1557.042225
-794.182898,100,1557.328834
-664.274915,100,1557.494531
-720.683854,100,1557.670868
-864.285518,100,1557.849642
-1346.46989,100,1558.031949
-755.882213,100,1558.200466
-1240.048898,100,1577.025311
-559.440325,100,1577.20877
-543.814929,100,1577.38119
-856.459378,100,1577.548168
-908.259967,100,1577.765083
-389.703016,100,1577.967823
-516.261777,100,1578.118481
-245.360225,100,1578.434202
-960.488479,100,1578.626577
-518.089974,100,1578.825712
-1019.336349,100,1597.30406
-210.539513,100,1597.646794
-585.01005,100,1597.910222
-842.057695,100,1598.093388
-922.017698,100,1598.261219
-810.408563,100,1598.451154
-764.032277,100,1598.615108
-1176.24537,100,1598.863991
-293.984872,100,1599.045481
-497.043365,100,1599.221445
-974.629247,100,1617.967259
-653.07274,100,1618.174932
-1027.260785,100,1618.359934
-782.616765,100,1618.527897
-438.340619,100,1618.693675
-989.519193,100,1618.900772
-716.086793,100,1619.068199
-278.965661,100,1619.251687
-878.089471,100,1619.413249
-806.919744,100,1619.594496
-414.642259,100,1638.136574
-256.797436,100,1638.30696
-856.5014,100,1638.49787
-835.203723,100,1638.671996
-1098.148917,100,1638.858897
-875.274086,100,1639.02216
-1175.414897,100,1639.218636
-352.989974,100,1639.426147
-490.2564,100,1639.60523
-1469.839268,100,1639.774734
-498.131691,100,1658.345613
-486.54334,100,1658.523535
-1260.209403,100,1658.695967
-1102.930525,100,1658.855434
-882.470022,100,1659.034364
-417.614524,100,1659.215626
-313.575097,100,1659.384555
-1140.867593,100,1659.682257
-1015.794668,100,1659.929787
-1122.514499,100,1660.106351
-1326.752,100,1679.03454
-973.042721,100,1679.213506
-601.608661,100,1679.420736
-136.627468,100,1679.578321
-606.519151,100,1679.780762
-893.751195,100,1679.948756
-655.693678,100,1680.116603
-804.897709,100,1680.293486
-580.360868,100,1680.487551
-443.176639,100,1680.661356
-861.189945,100,1699.418968
-954.118094,100,1699.574597
-495.450827,100,1699.764978
-1371.602164,100,1699.94923
-1231.505301,100,1700.145502
-517.90561,100,1700.335943
-214.076783,100,1700.510536
-265.841795,100,1700.69229
-829.794219,100,1700.871327
-1121.552432,100,1701.193066
-1173.507817,100,1719.930085
-341.916797,100,1720.109938
-364.576333,100,1720.283994
-499.658391,100,1720.617332
-299.747609,100,1720.798904
-512.865972,100,1720.966248
-907.077647,100,1721.152776
-1015.749,100,1721.329604
-290.639356,100,1721.596327
-1192.31655,100,1721.849855
-758.430887,100,1740.945313
-1003.592388,100,1741.117466
-154.527591,100,1741.282406
-305.661491,100,1741.461281
-1189.700611,100,1741.639925
-742.494997,100,1741.80812
-425.976496,100,1742.057799
-1080.15239,100,1742.246977
-870.415631,100,1742.433769
-483.909039,100,1742.611965
-353.41408,100,1761.462671
-828.889133,100,1761.634887
-698.188302,100,1761.803463
-882.297822,100,1761.960081
-814.165516,100,1762.15783
-709.462811,100,1762.337438
-595.749007,100,1762.507751
-487.040672,100,1762.684673
-1330.071427,100,1762.854035
-509.325827,100,1763.019418
-463.657575,100,1781.90124
-1347.740035,100,1782.078082
-443.634114,100,1782.278939
-599.926271,100,1782.477551
-963.70727,100,1782.668187
-285.313591,100,1782.953704
-369.634028,100,1783.191
-697.587354,100,1783.386289
-959.065437,100,1783.613559
-567.411016,100,1783.786945
-571.075493,100,1802.941347
-718.596549,100,1803.115763
-690.925567,100,1803.291305
-488.563464,100,1803.454814
-740.213055,100,1803.670169
-1437.085767,100,1803.868064
-262.816457,100,1804.054821
-534.326635,100,1804.256399
-281.176333,100,1804.432553
-334.605814,100,1804.615623
-108.011386,100,1823.53822
-1229.409542,100,1823.721328
-179.487871,100,1823.890371
-1008.716173,100,1824.052406
-196.415904,100,1824.383202
-416.391675,100,1824.562457
-536.600613,100,1824.739221
-605.664339,100,1824.903973
-622.918324,100,1825.071471
-918.865664,100,1825.246304
-1020.724102,100,1844.309424
-557.879912,100,1844.471612
-625.943369,100,1844.639445
-440.382834,100,1844.868592
-442.739631,100,1845.037683
-698.992736,100,1845.284078
-1019.933194,100,1845.456737
-666.608941,100,1845.631551
