#{"t_start": 1697154361.7071033, "env_id": "UR5DynReach-v1"}
r,l,t
-46.42515,7,133.369965
-180.010643,11,133.394171
-82.918245,9,133.423073
-282.328047,27,133.470037
-382.791902,27,133.51685
-198.111008,9,133.539704
-87.252501,6,133.552742
-269.694931,25,133.59866
-196.196985,24,133.647481
-184.07193,27,133.709681
-912.174521,100,133.880782
-402.802005,30,133.939754
-163.355119,9,133.956583
-313.503813,27,134.002028
-881.37992,100,134.164312
-200.46411,8,134.188977
-75.744266,7,134.204176
-153.453304,7,134.220852
-944.787229,100,134.389301
-9.423276,6,134.403428
-87.056566,7,134.420748
-1091.650618,100,134.583097
-1059.078603,100,134.760359
-65.367156,8,134.789576
-213.729363,8,134.806149
-202.266495,27,134.855941
-100.657549,25,134.90201
-43.165671,8,134.923187
-182.139074,8,134.939595
-308.322618,26,134.985149
-801.980805,100,135.158145
-838.518836,6,135.170563
-102.52125,7,135.188338
-166.925857,9,135.207857
-112.709394,9,135.223598
-110.503849,8,135.239638
-369.398986,11,135.261739
-181.905688,9,135.29197
-94.801175,6,135.322408
-888.561841,100,135.486533
-895.194262,100,135.660113
-348.227403,27,135.720019
-235.323086,27,135.768597
-1167.532602,100,135.947941
-156.056422,7,135.972116
-177.679131,8,135.990556
-176.240688,26,136.037346
-897.509112,11,136.063324
-120.977038,10,136.09479
-927.688268,100,136.27339
-175.20725,10,136.294956
-118.794122,8,136.32567
-350.687862,24,136.366706
-95.681771,8,136.390561
-164.280675,17,136.42301
-155.04105,8,136.440752
-81.492785,8,136.457475
-191.446786,9,136.476537
-129.037203,7,136.506099
-141.142852,10,136.52684
-1351.2644,100,136.711866
-310.917143,12,136.747974
-212.763617,27,136.807359
-1058.598352,100,136.966241
-176.94843,9,136.99356
-193.184931,9,137.026236
-258.122236,25,137.068345
-113.61671,8,137.092204
-1501.235839,100,137.254598
-135.299764,9,137.276315
-1136.463694,100,137.441642
-100.75147,7,137.456491
-164.3432,8,137.474978
-1252.914945,100,137.639886
-1227.231671,100,137.803585
-63.496444,6,137.823529
-868.62605,4,137.837306
-107.116107,8,137.858374
-48.519782,8,137.874771
-71.96378,6,137.889583
-41.514465,7,137.906922
18.101929,7,137.923825
-215.974928,11,137.946149
-785.396049,6,137.972702
-1627.196553,100,138.148108
-161.69988,26,138.204388
-897.973374,100,138.369037
-879.654575,100,138.534624
-41.989541,6,138.555968
-1234.652243,100,138.727147
-1605.095756,100,147.314824
-300.069091,27,147.366154
-209.865366,9,147.384515
-142.976022,9,147.401375
-84.709854,6,147.413657
-25.981119,6,147.430198
-961.156171,100,147.595635
-212.375996,11,147.621205
-955.546426,100,147.80095
-887.744589,100,147.958964
-1847.548563,100,148.128815
-120.740838,7,148.148853
-1440.678439,100,148.333354
-214.080549,10,148.354991
-55.418143,8,148.383616
-246.228336,27,148.431651
-88.735854,7,148.449516
-66.583001,6,148.464468
-98.628663,7,148.482883
-122.337304,7,148.498875
-127.579981,10,148.520065
-83.508697,8,148.551375
-42.111091,7,148.568972
-131.448215,8,148.58508
-854.049385,6,148.599186
-57.344138,7,148.61654
-904.854562,8,148.635285
-835.30463,100,148.801122
-162.96601,9,148.819683
-141.172908,9,148.838948
-218.498894,9,148.86965
-149.764375,10,148.887342
-963.683257,4,148.9129
-135.470329,9,148.936779
-238.740641,11,148.973536
-107.24742,7,148.999965
-365.772132,26,149.048203
-243.414231,10,149.072301
-167.496632,9,149.103528
-280.610361,29,149.168389
-175.643151,8,149.184944
-185.491573,10,149.205504
-79.114431,7,149.233454
-246.173818,10,149.255732
-777.291564,5,149.281772
-95.120975,7,149.30031
-997.103954,100,149.463386
-801.335303,7,149.485319
-780.117099,10,149.506381
-251.757143,27,149.566054
-67.142338,7,149.584042
-179.077601,10,149.60583
-290.067031,26,149.665613
-954.58848,100,149.830321
-919.749204,100,150.002228
-916.742247,100,150.160667
-907.689791,100,150.348946
-241.945166,9,150.369903
-862.115229,100,150.528355
-958.321778,16,150.565867
-863.185884,100,150.732908
-1179.836358,100,150.937438
-879.180257,100,151.146486
-88.760359,7,151.172633
-828.945921,3,151.197336
-1295.806567,100,151.38704
-1030.913577,5,151.400156
-285.844504,27,151.45289
-1333.60957,100,151.633145
-203.579429,8,151.65443
-187.297905,10,151.674843
-34.287848,9,151.70646
-1385.486904,100,151.899501
-867.24276,6,151.919379
-755.801162,13,151.949615
-156.103575,9,151.975128
-999.322478,100,152.164623
-134.752341,7,152.187665
-974.930444,5,152.200817
-170.441709,9,152.223174
-24.699272,7,152.2539
-36.543502,7,152.270312
-910.038067,100,152.446824
-183.373062,9,152.473775
-1858.219081,100,152.669483
-117.848704,7,152.686527
-219.534085,8,152.705009
-915.511355,100,152.888817
-192.839506,8,152.905096
-173.517591,15,152.935768
-151.41141,9,152.959564
-82.773066,8,152.989638
-34.021463,7,153.003911
-1343.350243,100,153.188527
-1116.867008,100,153.376663
-776.200505,100,153.564571
-151.879914,8,153.589908
-214.288168,28,153.644647
-1090.976377,100,153.837621
-790.71989,3,153.851543
-923.35152,6,162.612029
-253.584961,19,162.653018
-126.709501,10,162.686017
-227.963855,10,162.719751
-1087.536914,100,162.920031
-292.677086,11,162.955204
-132.35114,8,162.98127
-820.215075,6,162.996118
-938.587086,10,163.019552
-194.043301,10,163.051545
-176.35242,8,163.081349
-111.384959,7,163.096232
-949.019602,100,163.278256
-33.881648,7,163.29634
-250.535094,9,163.318645
-157.122592,7,163.347111
-84.961077,12,163.371824
-884.523255,19,163.419121
-229.919927,21,163.473697
-1196.039503,100,163.670415
-865.324105,3,163.69134
-122.537817,7,163.713981
-55.173511,7,163.729884
-171.406005,11,163.753598
-129.649605,12,163.790579
-103.302403,6,163.811928
-141.605399,8,163.835552
-1027.873383,100,164.037265
-121.351602,8,164.066626
-152.964407,7,164.098819
-68.55165,7,164.114369
-1012.714543,100,164.300854
-38.17606,7,164.31509
-80.002946,7,164.333111
-1308.678402,100,164.523336
-891.214654,4,164.544278
-110.753046,6,164.563245
-113.798207,9,164.583704
-68.613975,6,164.612721
-58.020364,6,164.628797
-190.494479,10,164.653004
-222.629138,27,164.71616
-1062.166074,100,164.8936
-836.760155,100,165.086698
-208.417109,22,165.141802
-123.017478,8,165.166628
-192.422782,9,165.186836
-986.048584,9,165.21933
-124.451963,15,165.260373
