#{"t_start": 1695187051.7175174, "env_id": "UR5DynReach-v1"}
r,l,t
-884.247078,5,865.332638
-916.638075,5,865.34753
-957.116546,5,865.365848
-936.865726,5,865.38193
-952.916389,6,865.400417
-888.480793,3,865.411364
-817.760447,5,865.433122
-842.611706,4,865.447113
-1060.269415,5,865.465589
-906.656641,5,865.483247
-760.795066,3,875.619601
-875.425347,5,875.639804
-945.414237,6,875.660246
-910.883713,3,875.670375
-920.121312,5,875.690332
-897.204638,5,875.707489
-780.993833,3,875.719606
-1030.352893,5,875.740493
-803.720445,3,875.753276
-826.964465,3,875.770123
-988.456923,6,886.051162
-934.146268,5,886.066325
-879.677163,5,886.082319
-881.994556,5,886.101333
-835.057348,3,886.111856
-979.962606,6,886.134832
-1008.386073,5,886.148973
-840.546054,5,886.166672
-757.607779,3,886.178304
-875.198842,7,886.20265
-844.551707,5,896.275672
-999.858475,5,896.291433
-842.464666,3,896.304521
-1039.988689,5,896.322904
-847.468825,3,896.338119
-991.738615,8,896.366741
-876.533342,5,896.390939
-891.527864,3,896.404415
-940.165438,5,896.423768
-959.276541,3,896.440619
-874.908916,3,906.595188
-920.620833,3,906.612344
-773.80137,3,906.629863
-842.909663,3,906.646157
-909.816325,5,906.665907
-806.48207,4,906.680542
-901.635378,5,906.699532
-928.430316,5,906.715452
-950.678986,7,906.735357
-790.887018,3,906.746387
-849.561586,3,917.120627
-908.336332,5,917.140353
-1031.282531,5,917.157079
-884.040965,5,917.174273
-1113.291229,5,917.190977
-849.452317,5,917.206173
-993.462555,5,917.223891
-835.873747,3,917.237572
-920.762022,5,917.25753
-1078.944668,5,917.274004
-1151.030432,5,927.265198
-945.531326,6,927.283923
-891.784038,5,927.298386
-925.855049,5,927.315708
-941.404235,6,927.334146
-940.845744,6,927.349191
-841.231832,3,927.36147
-895.13895,5,927.382205
-868.65672,5,927.397805
-827.319725,3,927.411368
-774.678957,3,937.369365
-888.243971,5,937.389645
-851.736189,3,937.404014
-752.968932,3,937.419654
-947.940336,6,937.442043
-821.997571,3,937.45326
-826.063882,5,937.474617
-991.939048,6,937.49406
-931.790864,3,937.503902
-817.758283,4,937.521163
-881.621076,3,947.844656
-820.446426,3,947.86092
-887.41484,5,947.882024
-781.093474,4,947.89746
-751.94638,3,947.911163
-879.923935,5,947.931831
-960.861316,5,947.948836
-788.679998,3,947.961474
-936.479016,5,947.982113
-920.962713,5,947.99706
-900.28329,5,958.440786
-908.270093,5,958.457585
-1110.339516,5,958.473381
-971.051201,5,958.49141
-1030.589728,5,958.507319
-1195.479261,5,958.523923
-879.445303,3,958.538163
-1079.582023,5,958.558428
-896.433197,3,958.570419
-842.225987,3,958.586289
-805.025234,3,969.129674
-1008.70761,7,969.152524
-996.971032,5,969.166855
-862.550411,3,969.17894
-1046.249185,5,969.198957
-1023.896822,6,969.218728
-840.830805,3,969.229381
-938.323165,3,969.246554
-928.120287,5,969.266797
-798.825178,3,969.279283
-1019.929077,5,981.710561
-867.987653,3,981.723615
-865.616597,5,981.745949
-830.505147,4,981.758441
-860.998381,3,981.772963
-859.319289,3,981.788827
-898.181095,3,981.80662
-829.448176,3,981.823555
-933.041593,5,981.845024
-1045.09877,5,981.86077
-846.875483,3,992.547073
-858.628669,3,992.564255
-926.191364,6,992.586937
-906.791478,6,992.602453
-888.773714,3,992.613869
-867.380128,5,992.634799
-1059.494445,5,992.651846
-746.688994,3,992.664105
-889.735415,3,992.681765
-862.210996,3,992.698603
-983.733691,5,1003.394174
-1037.172056,6,1003.412129
-1111.87514,5,1003.425789
-928.659283,5,1003.442337
-908.221657,5,1003.459274
-902.712964,5,1003.476301
-827.942396,5,1003.493166
-857.908621,5,1003.509996
-838.048376,5,1003.526213
-824.908237,3,1003.53837
-909.515946,5,1014.185952
-839.000438,3,1014.1993
-851.911354,3,1014.214904
-907.466827,6,1014.240539
-885.488758,5,1014.270096
-919.305336,3,1014.282448
-972.185688,5,1014.302504
-936.17741,5,1014.318471
-870.279557,3,1014.330653
-894.233786,3,1014.347674
-986.650081,5,1024.792744
-835.357752,3,1024.805524
-1063.839744,5,1024.827447
-838.434439,3,1024.839312
-929.812727,7,1024.863713
-833.803279,5,1024.877389
-952.126651,5,1024.893264
-984.140274,7,1024.9151
-983.821639,5,1024.944113
-910.462749,5,1024.960268
-1156.09741,5,1035.618248
-1001.673401,6,1035.637057
-803.171054,3,1035.649656
-840.474942,3,1035.664812
-864.598471,3,1035.681046
-916.21889,6,1035.70338
-876.429839,4,1035.716526
-967.063044,5,1035.735613
-883.233551,3,1035.748707
-795.90923,3,1035.76515
-1074.783714,5,1046.242958
-1010.881841,5,1046.261144
-1009.745543,5,1046.276885
-960.254542,5,1046.294352
-856.718496,5,1046.311625
-770.375464,4,1046.324953
